data,sku,descricao,qtd_usada_unidades,custo_unitario_brl
2024-07-09,PRI002,Fettuccine Alfredo,30,16.25
2024-07-09,PRI008,Pizza Margherita,47,14.78
2024-07-09,PRI007,Ossobuco alla Milanese,32,35.87
2024-07-09,PRI005,Gnocchi al Pesto,37,18.34
2024-07-09,PRI003,Lasagna Bolognese,30,19.81
2024-07-09,BEB003,Café Espresso,24,1.72
2024-07-09,ENT002,Carpaccio de Filé Mignon,14,15.46
2024-07-09,SOB001,Tiramisu,23,10.16
2024-07-09,SOB003,Cannoli Siciliano,23,7.15
2024-07-09,ENT004,Antepasto Misto,15,20.05
2024-07-09,BEB006,Prosecco (Taça),25,11.69
2024-07-09,BEB008,Suco Natural,16,3.13
2024-07-10,PRI003,Lasagna Bolognese,37,19.48
2024-07-10,BEB005,Vinho Branco (Taça),33,8.82
2024-07-10,SOB003,Cannoli Siciliano,22,7.18
2024-07-10,BEB001,Refrigerante,16,1.65
2024-07-10,PRI005,Gnocchi al Pesto,59,17.94
2024-07-10,PRI002,Fettuccine Alfredo,37,16.63
2024-07-10,PRI008,Pizza Margherita,40,14.11
2024-07-10,PRI001,Spaghetti alla Carbonara,26,18.14
2024-07-10,ENT005,Calamari Fritti,18,13.73
2024-07-10,BEB002,Água Mineral,23,1.0
2024-07-10,PRI007,Ossobuco alla Milanese,26,34.13
2024-07-10,SOB001,Tiramisu,27,9.92
2024-07-10,ENT004,Antepasto Misto,10,20.12
2024-07-10,PRI006,Filetto di Manzo,41,32.98
2024-07-10,PRI004,Risotto ai Funghi,35,22.85
2024-07-10,BEB004,Vinho Tinto (Taça),30,10.76
2024-07-10,BEB007,Aperol Spritz,8,12.28
2024-07-10,BEB006,Prosecco (Taça),20,11.2
2024-07-10,ENT003,Burrata com Tomate,23,17.78
2024-07-10,ENT001,Bruschetta Tradicional,20,8.4
2024-07-10,BEB003,Café Espresso,13,1.74
2024-07-10,BEB008,Suco Natural,15,3.16
2024-07-10,ENT002,Carpaccio de Filé Mignon,16,14.68
2024-07-10,SOB004,Gelato Misto,23,6.42
2024-07-10,SOB002,Panna Cotta,26,8.82
2024-07-11,ENT002,Carpaccio de Filé Mignon,23,14.97
2024-07-11,PRI006,Filetto di Manzo,65,32.55
2024-07-11,PRI002,Fettuccine Alfredo,35,17.14
2024-07-11,BEB002,Água Mineral,26,1.0
2024-07-11,BEB003,Café Espresso,24,1.64
2024-07-11,PRI008,Pizza Margherita,28,14.18
2024-07-11,PRI003,Lasagna Bolognese,41,19.9
2024-07-11,PRI007,Ossobuco alla Milanese,42,36.12
2024-07-11,BEB008,Suco Natural,29,3.07
2024-07-11,ENT001,Bruschetta Tradicional,17,8.11
2024-07-11,PRI001,Spaghetti alla Carbonara,60,18.43
2024-07-11,BEB001,Refrigerante,26,1.59
2024-07-11,BEB007,Aperol Spritz,18,12.25
2024-07-11,PRI004,Risotto ai Funghi,30,23.83
2024-07-11,BEB006,Prosecco (Taça),15,11.17
2024-07-11,ENT004,Antepasto Misto,18,20.47
2024-07-11,ENT005,Calamari Fritti,20,13.91
2024-07-11,SOB002,Panna Cotta,23,8.23
2024-07-11,BEB004,Vinho Tinto (Taça),21,11.0
2024-07-11,SOB003,Cannoli Siciliano,11,6.85
2024-07-11,BEB005,Vinho Branco (Taça),11,8.85
2024-07-11,ENT003,Burrata com Tomate,23,18.03
2024-07-11,PRI005,Gnocchi al Pesto,33,18.12
2024-07-11,SOB001,Tiramisu,31,9.72
2024-07-11,SOB004,Gelato Misto,4,6.42
2024-07-12,BEB006,Prosecco (Taça),28,11.77
2024-07-12,PRI003,Lasagna Bolognese,72,19.69
2024-07-12,PRI006,Filetto di Manzo,41,31.09
2024-07-12,PRI002,Fettuccine Alfredo,65,16.4
2024-07-12,PRI004,Risotto ai Funghi,43,22.89
2024-07-12,SOB002,Panna Cotta,35,8.13
2024-07-12,SOB004,Gelato Misto,23,6.1
2024-07-12,ENT005,Calamari Fritti,33,13.56
2024-07-12,PRI007,Ossobuco alla Milanese,55,33.51
2024-07-12,BEB007,Aperol Spritz,37,12.13
2024-07-12,ENT001,Bruschetta Tradicional,39,8.58
2024-07-12,SOB003,Cannoli Siciliano,31,7.44
2024-07-12,ENT003,Burrata com Tomate,34,18.45
2024-07-12,ENT004,Antepasto Misto,28,20.11
2024-07-12,PRI008,Pizza Margherita,60,14.43
2024-07-12,PRI001,Spaghetti alla Carbonara,76,17.65
2024-07-12,PRI005,Gnocchi al Pesto,76,18.46
2024-07-12,BEB002,Água Mineral,41,1.0
2024-07-12,SOB001,Tiramisu,25,9.51
2024-07-12,BEB004,Vinho Tinto (Taça),20,11.0
2024-07-12,ENT002,Carpaccio de Filé Mignon,28,14.55
2024-07-12,BEB008,Suco Natural,24,3.18
2024-07-12,BEB003,Café Espresso,35,1.64
2024-07-12,BEB005,Vinho Branco (Taça),22,9.31
2024-07-12,BEB001,Refrigerante,33,1.53
2024-07-13,PRI002,Fettuccine Alfredo,53,17.71
2024-07-13,BEB003,Café Espresso,29,1.63
2024-07-13,ENT003,Burrata com Tomate,27,18.09
2024-07-13,BEB007,Aperol Spritz,42,12.69
2024-07-13,ENT001,Bruschetta Tradicional,36,8.86
2024-07-13,PRI005,Gnocchi al Pesto,52,16.91
2024-07-13,BEB006,Prosecco (Taça),18,11.85
2024-07-13,BEB004,Vinho Tinto (Taça),35,10.81
2024-07-13,PRI007,Ossobuco alla Milanese,43,34.49
2024-07-13,PRI004,Risotto ai Funghi,51,21.84
2024-07-13,PRI003,Lasagna Bolognese,58,19.38
2024-07-13,ENT004,Antepasto Misto,34,21.44
2024-07-13,SOB003,Cannoli Siciliano,29,7.41
2024-07-13,PRI001,Spaghetti alla Carbonara,53,18.33
2024-07-13,BEB001,Refrigerante,37,1.53
2024-07-13,PRI008,Pizza Margherita,75,14.11
2024-07-13,BEB002,Água Mineral,21,1.03
2024-07-13,BEB005,Vinho Branco (Taça),19,9.15
2024-07-13,SOB001,Tiramisu,40,9.62
2024-07-13,PRI006,Filetto di Manzo,56,31.7
2024-07-13,ENT002,Carpaccio de Filé Mignon,26,15.34
2024-07-13,SOB004,Gelato Misto,20,6.36
2024-07-13,BEB008,Suco Natural,31,3.08
2024-07-13,ENT005,Calamari Fritti,31,14.58
2024-07-13,SOB002,Panna Cotta,20,8.91
2024-07-14,PRI007,Ossobuco alla Milanese,70,33.95
2024-07-14,PRI003,Lasagna Bolognese,67,18.97
2024-07-14,BEB002,Água Mineral,30,0.98
2024-07-14,BEB007,Aperol Spritz,37,12.62
2024-07-14,BEB006,Prosecco (Taça),24,11.69
2024-07-14,PRI001,Spaghetti alla Carbonara,65,19.19
2024-07-14,SOB003,Cannoli Siciliano,21,6.94
2024-07-14,ENT001,Bruschetta Tradicional,44,8.21
2024-07-14,ENT004,Antepasto Misto,39,21.37
2024-07-14,ENT002,Carpaccio de Filé Mignon,49,14.45
2024-07-14,PRI002,Fettuccine Alfredo,56,16.27
2024-07-14,PRI005,Gnocchi al Pesto,64,17.52
2024-07-14,ENT003,Burrata com Tomate,34,18.29
2024-07-14,PRI006,Filetto di Manzo,37,31.09
2024-07-14,PRI008,Pizza Margherita,53,14.2
2024-07-14,SOB002,Panna Cotta,26,8.86
2024-07-14,BEB004,Vinho Tinto (Taça),27,10.34
2024-07-14,BEB001,Refrigerante,32,1.6
2024-07-14,PRI004,Risotto ai Funghi,43,23.03
2024-07-14,ENT005,Calamari Fritti,20,13.93
2024-07-14,BEB003,Café Espresso,30,1.72
2024-07-14,BEB005,Vinho Branco (Taça),28,9.55
2024-07-14,SOB004,Gelato Misto,29,6.31
2024-07-14,SOB001,Tiramisu,16,9.73
2024-07-14,BEB008,Suco Natural,11,3.05
2024-07-15,SOB003,Cannoli Siciliano,11,6.89
2024-07-15,PRI005,Gnocchi al Pesto,25,17.08
2024-07-15,ENT005,Calamari Fritti,27,13.7
2024-07-15,BEB003,Café Espresso,25,1.63
2024-07-15,PRI008,Pizza Margherita,47,14.23
2024-07-15,PRI004,Risotto ai Funghi,38,23.19
2024-07-15,PRI006,Filetto di Manzo,36,30.88
2024-07-15,BEB007,Aperol Spritz,16,12.28
2024-07-15,SOB002,Panna Cotta,8,8.27
2024-07-15,PRI007,Ossobuco alla Milanese,33,36.18
2024-07-15,SOB004,Gelato Misto,20,6.72
2024-07-15,SOB001,Tiramisu,17,9.35
2024-07-15,BEB004,Vinho Tinto (Taça),24,10.97
2024-07-15,PRI003,Lasagna Bolognese,29,19.62
2024-07-15,BEB006,Prosecco (Taça),20,11.19
2024-07-15,PRI002,Fettuccine Alfredo,46,16.95
2024-07-15,BEB002,Água Mineral,27,1.02
2024-07-15,ENT001,Bruschetta Tradicional,19,8.45
2024-07-15,ENT004,Antepasto Misto,24,20.78
2024-07-15,BEB001,Refrigerante,25,1.64
2024-07-15,BEB008,Suco Natural,10,3.16
2024-07-15,ENT002,Carpaccio de Filé Mignon,12,14.95
2024-07-15,PRI001,Spaghetti alla Carbonara,31,19.22
2024-07-15,ENT003,Burrata com Tomate,16,18.48
2024-07-15,BEB005,Vinho Branco (Taça),8,9.28
2024-07-16,PRI002,Fettuccine Alfredo,47,17.48
2024-07-16,BEB007,Aperol Spritz,24,12.98
2024-07-16,ENT002,Carpaccio de Filé Mignon,27,15.26
2024-07-16,ENT004,Antepasto Misto,21,20.74
2024-07-16,SOB003,Cannoli Siciliano,35,6.77
2024-07-16,BEB002,Água Mineral,34,1.01
2024-07-16,ENT001,Bruschetta Tradicional,27,8.23
2024-07-16,PRI005,Gnocchi al Pesto,52,18.17
2024-07-16,SOB004,Gelato Misto,23,6.68
2024-07-16,BEB004,Vinho Tinto (Taça),34,10.28
2024-07-16,PRI008,Pizza Margherita,34,14.17
2024-07-16,PRI007,Ossobuco alla Milanese,48,34.68
2024-07-16,BEB006,Prosecco (Taça),42,11.27
2024-07-16,SOB001,Tiramisu,14,9.42
2024-07-16,SOB002,Panna Cotta,28,8.34
2024-07-16,ENT005,Calamari Fritti,24,14.29
2024-07-16,PRI004,Risotto ai Funghi,43,23.68
2024-07-16,BEB003,Café Espresso,16,1.72
2024-07-16,BEB001,Refrigerante,22,1.52
2024-07-16,PRI003,Lasagna Bolognese,42,20.34
2024-07-16,PRI006,Filetto di Manzo,44,32.22
2024-07-16,PRI001,Spaghetti alla Carbonara,24,18.08
2024-07-16,ENT003,Burrata com Tomate,18,17.95
2024-07-16,BEB005,Vinho Branco (Taça),17,8.86
2024-07-16,BEB008,Suco Natural,11,3.11
2024-07-17,ENT005,Calamari Fritti,18,14.51
2024-07-17,BEB004,Vinho Tinto (Taça),22,10.96
2024-07-17,SOB003,Cannoli Siciliano,19,6.76
2024-07-17,PRI008,Pizza Margherita,35,13.77
2024-07-17,PRI001,Spaghetti alla Carbonara,43,19.18
2024-07-17,SOB002,Panna Cotta,20,8.11
2024-07-17,ENT004,Antepasto Misto,16,20.83
2024-07-17,BEB007,Aperol Spritz,14,12.53
2024-07-17,BEB005,Vinho Branco (Taça),16,8.75
2024-07-17,PRI002,Fettuccine Alfredo,28,17.56
2024-07-17,BEB006,Prosecco (Taça),21,11.05
2024-07-17,PRI006,Filetto di Manzo,35,31.06
2024-07-17,PRI005,Gnocchi al Pesto,33,17.91
2024-07-17,ENT003,Burrata com Tomate,17,18.97
2024-07-17,ENT002,Carpaccio de Filé Mignon,16,15.92
2024-07-17,PRI003,Lasagna Bolognese,50,20.33
2024-07-17,PRI007,Ossobuco alla Milanese,45,34.9
2024-07-17,BEB003,Café Espresso,20,1.7
2024-07-17,ENT001,Bruschetta Tradicional,27,8.36
2024-07-17,SOB004,Gelato Misto,17,6.26
2024-07-17,PRI004,Risotto ai Funghi,30,23.69
2024-07-17,BEB008,Suco Natural,26,3.17
2024-07-17,BEB001,Refrigerante,13,1.6
2024-07-17,BEB002,Água Mineral,18,1.04
2024-07-17,SOB001,Tiramisu,14,9.72
2024-07-18,PRI005,Gnocchi al Pesto,30,17.86
2024-07-18,PRI002,Fettuccine Alfredo,33,17.52
2024-07-18,BEB003,Café Espresso,18,1.66
2024-07-18,ENT002,Carpaccio de Filé Mignon,19,15.32
2024-07-18,PRI008,Pizza Margherita,37,14.17
2024-07-18,ENT003,Burrata com Tomate,22,17.56
2024-07-18,ENT004,Antepasto Misto,23,20.68
2024-07-18,PRI001,Spaghetti alla Carbonara,40,17.88
2024-07-18,SOB001,Tiramisu,27,10.1
2024-07-18,PRI004,Risotto ai Funghi,29,23.88
2024-07-18,PRI006,Filetto di Manzo,28,31.62
2024-07-18,BEB001,Refrigerante,24,1.62
2024-07-18,ENT001,Bruschetta Tradicional,21,8.16
2024-07-18,BEB002,Água Mineral,26,1.03
2024-07-18,BEB007,Aperol Spritz,33,12.33
2024-07-18,PRI003,Lasagna Bolognese,31,19.39
2024-07-18,PRI007,Ossobuco alla Milanese,32,34.59
2024-07-18,BEB006,Prosecco (Taça),21,11.56
2024-07-18,SOB002,Panna Cotta,23,8.24
2024-07-18,ENT005,Calamari Fritti,29,14.73
2024-07-18,BEB008,Suco Natural,21,3.06
2024-07-18,SOB003,Cannoli Siciliano,20,7.28
2024-07-18,BEB004,Vinho Tinto (Taça),15,10.77
2024-07-18,BEB005,Vinho Branco (Taça),17,8.76
2024-07-18,SOB004,Gelato Misto,8,6.63
2024-07-19,PRI005,Gnocchi al Pesto,81,18.01
2024-07-19,BEB002,Água Mineral,29,0.97
2024-07-19,PRI004,Risotto ai Funghi,38,23.53
2024-07-19,ENT004,Antepasto Misto,32,20.73
2024-07-19,PRI008,Pizza Margherita,38,13.79
2024-07-19,BEB004,Vinho Tinto (Taça),33,11.03
2024-07-19,SOB003,Cannoli Siciliano,25,7.17
2024-07-19,PRI003,Lasagna Bolognese,48,19.64
2024-07-19,ENT003,Burrata com Tomate,27,17.88
2024-07-19,BEB007,Aperol Spritz,42,12.55
2024-07-19,BEB003,Café Espresso,28,1.72
2024-07-19,SOB004,Gelato Misto,24,6.39
2024-07-19,PRI001,Spaghetti alla Carbonara,56,18.73
2024-07-19,BEB008,Suco Natural,26,3.34
2024-07-19,BEB001,Refrigerante,39,1.64
2024-07-19,SOB002,Panna Cotta,20,8.53
2024-07-19,ENT005,Calamari Fritti,32,14.0
2024-07-19,ENT002,Carpaccio de Filé Mignon,27,15.11
2024-07-19,PRI007,Ossobuco alla Milanese,59,36.09
2024-07-19,PRI006,Filetto di Manzo,63,31.55
2024-07-19,ENT001,Bruschetta Tradicional,27,8.31
2024-07-19,PRI002,Fettuccine Alfredo,47,16.48
2024-07-19,BEB005,Vinho Branco (Taça),30,8.95
2024-07-19,BEB006,Prosecco (Taça),17,11.24
2024-07-19,SOB001,Tiramisu,21,9.73
2024-07-20,PRI003,Lasagna Bolognese,56,18.77
2024-07-20,PRI005,Gnocchi al Pesto,43,17.19
2024-07-20,PRI002,Fettuccine Alfredo,57,16.68
2024-07-20,ENT004,Antepasto Misto,22,21.11
2024-07-20,BEB001,Refrigerante,58,1.63
2024-07-20,PRI008,Pizza Margherita,43,14.52
2024-07-20,ENT001,Bruschetta Tradicional,26,8.15
2024-07-20,PRI006,Filetto di Manzo,41,33.05
2024-07-20,BEB007,Aperol Spritz,34,12.57
2024-07-20,BEB008,Suco Natural,42,3.21
2024-07-20,BEB004,Vinho Tinto (Taça),23,10.37
2024-07-20,PRI007,Ossobuco alla Milanese,52,36.05
2024-07-20,ENT003,Burrata com Tomate,29,17.25
2024-07-20,PRI001,Spaghetti alla Carbonara,66,18.72
2024-07-20,SOB002,Panna Cotta,26,8.23
2024-07-20,PRI004,Risotto ai Funghi,32,21.93
2024-07-20,SOB003,Cannoli Siciliano,21,6.94
2024-07-20,BEB006,Prosecco (Taça),38,11.91
2024-07-20,BEB002,Água Mineral,27,0.96
2024-07-20,ENT005,Calamari Fritti,32,14.22
2024-07-20,BEB005,Vinho Branco (Taça),21,8.98
2024-07-20,BEB003,Café Espresso,22,1.62
2024-07-20,SOB001,Tiramisu,25,9.4
2024-07-20,SOB004,Gelato Misto,26,6.19
2024-07-20,ENT002,Carpaccio de Filé Mignon,15,15.55
2024-07-21,PRI002,Fettuccine Alfredo,51,16.5
2024-07-21,PRI008,Pizza Margherita,60,13.88
2024-07-21,SOB002,Panna Cotta,29,8.41
2024-07-21,SOB003,Cannoli Siciliano,42,7.15
2024-07-21,ENT002,Carpaccio de Filé Mignon,30,15.35
2024-07-21,PRI003,Lasagna Bolognese,40,19.84
2024-07-21,PRI007,Ossobuco alla Milanese,63,34.75
2024-07-21,SOB001,Tiramisu,44,10.24
2024-07-21,PRI001,Spaghetti alla Carbonara,63,19.22
2024-07-21,ENT005,Calamari Fritti,48,13.66
2024-07-21,ENT004,Antepasto Misto,36,19.75
2024-07-21,SOB004,Gelato Misto,37,6.38
2024-07-21,PRI005,Gnocchi al Pesto,52,17.16
2024-07-21,BEB003,Café Espresso,34,1.62
2024-07-21,ENT001,Bruschetta Tradicional,35,8.36
2024-07-21,PRI006,Filetto di Manzo,50,32.73
2024-07-21,BEB005,Vinho Branco (Taça),34,9.39
2024-07-21,PRI004,Risotto ai Funghi,53,22.09
2024-07-21,BEB007,Aperol Spritz,39,12.79
2024-07-21,BEB004,Vinho Tinto (Taça),51,10.42
2024-07-21,BEB006,Prosecco (Taça),37,11.66
2024-07-21,BEB001,Refrigerante,39,1.67
2024-07-21,ENT003,Burrata com Tomate,25,18.62
2024-07-21,BEB008,Suco Natural,37,3.15
2024-07-21,BEB002,Água Mineral,17,1.01
2024-07-22,PRI007,Ossobuco alla Milanese,69,35.18
2024-07-22,ENT001,Bruschetta Tradicional,19,8.56
2024-07-22,PRI006,Filetto di Manzo,36,33.27
2024-07-22,BEB002,Água Mineral,16,0.98
2024-07-22,SOB001,Tiramisu,18,10.06
2024-07-22,SOB002,Panna Cotta,6,8.92
2024-07-22,BEB007,Aperol Spritz,20,12.28
2024-07-22,PRI002,Fettuccine Alfredo,37,17.17
2024-07-22,PRI005,Gnocchi al Pesto,43,17.98
2024-07-22,PRI001,Spaghetti alla Carbonara,51,17.63
2024-07-22,ENT002,Carpaccio de Filé Mignon,17,15.9
2024-07-22,BEB001,Refrigerante,18,1.56
2024-07-22,SOB003,Cannoli Siciliano,23,7.13
2024-07-22,BEB004,Vinho Tinto (Taça),25,10.69
2024-07-22,ENT003,Burrata com Tomate,16,18.31
2024-07-22,PRI008,Pizza Margherita,37,14.63
2024-07-22,PRI004,Risotto ai Funghi,40,23.54
2024-07-22,PRI003,Lasagna Bolognese,29,18.7
2024-07-22,BEB003,Café Espresso,18,1.68
2024-07-22,ENT005,Calamari Fritti,26,14.05
2024-07-22,SOB004,Gelato Misto,20,6.36
2024-07-22,BEB006,Prosecco (Taça),24,11.59
2024-07-22,BEB005,Vinho Branco (Taça),21,8.84
2024-07-22,ENT004,Antepasto Misto,13,21.32
2024-07-22,BEB008,Suco Natural,15,3.16
2024-07-23,PRI007,Ossobuco alla Milanese,52,35.3
2024-07-23,BEB004,Vinho Tinto (Taça),14,10.58
2024-07-23,ENT003,Burrata com Tomate,14,18.36
2024-07-23,BEB008,Suco Natural,17,3.16
2024-07-23,ENT001,Bruschetta Tradicional,23,8.65
2024-07-23,SOB002,Panna Cotta,26,8.59
2024-07-23,SOB003,Cannoli Siciliano,18,7.21
2024-07-23,PRI004,Risotto ai Funghi,46,22.75
2024-07-23,PRI005,Gnocchi al Pesto,26,18.53
2024-07-23,BEB002,Água Mineral,19,1.02
2024-07-23,ENT004,Antepasto Misto,23,21.15
2024-07-23,BEB006,Prosecco (Taça),18,10.97
2024-07-23,BEB003,Café Espresso,17,1.68
2024-07-23,ENT002,Carpaccio de Filé Mignon,20,14.99
2024-07-23,ENT005,Calamari Fritti,17,13.75
2024-07-23,PRI006,Filetto di Manzo,29,31.9
2024-07-23,SOB001,Tiramisu,18,9.77
2024-07-23,PRI002,Fettuccine Alfredo,30,17.14
2024-07-23,PRI003,Lasagna Bolognese,26,19.58
2024-07-23,PRI001,Spaghetti alla Carbonara,33,17.66
2024-07-23,PRI008,Pizza Margherita,33,13.43
2024-07-23,SOB004,Gelato Misto,16,6.24
2024-07-23,BEB005,Vinho Branco (Taça),23,9.47
2024-07-23,BEB001,Refrigerante,9,1.54
2024-07-23,BEB007,Aperol Spritz,12,11.85
2024-07-24,PRI003,Lasagna Bolognese,30,19.08
2024-07-24,PRI004,Risotto ai Funghi,52,21.96
2024-07-24,PRI008,Pizza Margherita,35,14.29
2024-07-24,PRI002,Fettuccine Alfredo,45,17.26
2024-07-24,PRI006,Filetto di Manzo,53,31.26
2024-07-24,BEB002,Água Mineral,26,1.03
2024-07-24,BEB005,Vinho Branco (Taça),25,8.65
2024-07-24,ENT003,Burrata com Tomate,20,18.77
2024-07-24,SOB002,Panna Cotta,19,8.41
2024-07-24,PRI001,Spaghetti alla Carbonara,26,19.26
2024-07-24,ENT004,Antepasto Misto,15,20.08
2024-07-24,SOB004,Gelato Misto,19,6.56
2024-07-24,SOB003,Cannoli Siciliano,15,7.3
2024-07-24,PRI007,Ossobuco alla Milanese,24,33.8
2024-07-24,BEB004,Vinho Tinto (Taça),18,10.65
2024-07-24,SOB001,Tiramisu,11,10.02
2024-07-24,BEB007,Aperol Spritz,23,12.6
2024-07-24,ENT002,Carpaccio de Filé Mignon,17,15.67
2024-07-24,BEB001,Refrigerante,10,1.67
2024-07-24,BEB006,Prosecco (Taça),17,11.4
2024-07-24,ENT001,Bruschetta Tradicional,26,8.63
2024-07-24,ENT005,Calamari Fritti,13,13.62
2024-07-24,PRI005,Gnocchi al Pesto,49,16.92
2024-07-24,BEB008,Suco Natural,14,3.22
2024-07-24,BEB003,Café Espresso,9,1.68
2024-07-25,PRI008,Pizza Margherita,43,14.27
2024-07-25,PRI003,Lasagna Bolognese,33,19.96
2024-07-25,PRI007,Ossobuco alla Milanese,54,35.11
2024-07-25,BEB002,Água Mineral,10,0.97
2024-07-25,ENT002,Carpaccio de Filé Mignon,13,15.57
2024-07-25,PRI001,Spaghetti alla Carbonara,45,18.21
2024-07-25,BEB007,Aperol Spritz,24,12.72
2024-07-25,PRI006,Filetto di Manzo,46,32.98
2024-07-25,SOB004,Gelato Misto,16,6.23
2024-07-25,PRI005,Gnocchi al Pesto,30,18.42
2024-07-25,BEB004,Vinho Tinto (Taça),18,11.13
2024-07-25,SOB003,Cannoli Siciliano,24,6.91
2024-07-25,PRI004,Risotto ai Funghi,31,22.96
2024-07-25,ENT005,Calamari Fritti,12,14.64
2024-07-25,ENT003,Burrata com Tomate,23,17.51
2024-07-25,PRI002,Fettuccine Alfredo,30,17.27
2024-07-25,ENT001,Bruschetta Tradicional,27,8.48
2024-07-25,BEB003,Café Espresso,19,1.71
2024-07-25,BEB008,Suco Natural,28,3.2
2024-07-25,SOB002,Panna Cotta,26,8.14
2024-07-25,BEB005,Vinho Branco (Taça),22,9.06
2024-07-25,BEB006,Prosecco (Taça),11,11.49
2024-07-25,ENT004,Antepasto Misto,11,21.38
2024-07-25,SOB001,Tiramisu,16,9.31
2024-07-25,BEB001,Refrigerante,9,1.62
2024-07-26,PRI001,Spaghetti alla Carbonara,57,17.91
2024-07-26,BEB003,Café Espresso,30,1.72
2024-07-26,PRI006,Filetto di Manzo,49,33.26
2024-07-26,SOB003,Cannoli Siciliano,35,7.3
2024-07-26,ENT002,Carpaccio de Filé Mignon,19,15.15
2024-07-26,PRI008,Pizza Margherita,79,14.65
2024-07-26,PRI005,Gnocchi al Pesto,36,18.01
2024-07-26,PRI003,Lasagna Bolognese,65,19.61
2024-07-26,BEB004,Vinho Tinto (Taça),16,11.01
2024-07-26,BEB001,Refrigerante,39,1.57
2024-07-26,BEB006,Prosecco (Taça),29,11.9
2024-07-26,PRI004,Risotto ai Funghi,46,22.96
2024-07-26,SOB004,Gelato Misto,17,6.41
2024-07-26,BEB008,Suco Natural,31,3.31
2024-07-26,PRI007,Ossobuco alla Milanese,63,35.9
2024-07-26,BEB002,Água Mineral,51,1.05
2024-07-26,ENT004,Antepasto Misto,22,21.28
2024-07-26,SOB002,Panna Cotta,47,8.51
2024-07-26,ENT005,Calamari Fritti,20,14.5
2024-07-26,ENT001,Bruschetta Tradicional,30,8.16
2024-07-26,SOB001,Tiramisu,27,9.53
2024-07-26,PRI002,Fettuccine Alfredo,42,17.36
2024-07-26,BEB007,Aperol Spritz,28,12.66
2024-07-26,ENT003,Burrata com Tomate,17,18.79
2024-07-26,BEB005,Vinho Branco (Taça),24,9.27
2024-07-27,PRI005,Gnocchi al Pesto,87,17.12
2024-07-27,PRI002,Fettuccine Alfredo,61,17.03
2024-07-27,ENT005,Calamari Fritti,22,13.56
2024-07-27,ENT002,Carpaccio de Filé Mignon,34,15.32
2024-07-27,PRI008,Pizza Margherita,54,13.74
2024-07-27,ENT004,Antepasto Misto,46,21.29
2024-07-27,ENT001,Bruschetta Tradicional,30,8.13
2024-07-27,SOB001,Tiramisu,35,9.77
2024-07-27,PRI001,Spaghetti alla Carbonara,43,19.07
2024-07-27,BEB002,Água Mineral,36,0.95
2024-07-27,BEB003,Café Espresso,45,1.74
2024-07-27,PRI006,Filetto di Manzo,55,31.56
2024-07-27,BEB001,Refrigerante,38,1.58
2024-07-27,PRI004,Risotto ai Funghi,57,22.48
2024-07-27,PRI003,Lasagna Bolognese,40,19.38
2024-07-27,BEB005,Vinho Branco (Taça),17,8.72
2024-07-27,BEB006,Prosecco (Taça),23,10.96
2024-07-27,BEB007,Aperol Spritz,42,12.92
2024-07-27,SOB003,Cannoli Siciliano,29,7.34
2024-07-27,PRI007,Ossobuco alla Milanese,51,36.1
2024-07-27,ENT003,Burrata com Tomate,19,17.47
2024-07-27,SOB002,Panna Cotta,21,8.2
2024-07-27,BEB004,Vinho Tinto (Taça),18,10.64
2024-07-27,BEB008,Suco Natural,24,3.22
2024-07-27,SOB004,Gelato Misto,28,6.52
2024-07-28,PRI004,Risotto ai Funghi,59,23.83
2024-07-28,PRI001,Spaghetti alla Carbonara,61,17.98
2024-07-28,BEB002,Água Mineral,27,0.96
2024-07-28,PRI008,Pizza Margherita,49,13.85
2024-07-28,PRI003,Lasagna Bolognese,40,18.82
2024-07-28,BEB005,Vinho Branco (Taça),28,9.24
2024-07-28,ENT005,Calamari Fritti,34,13.81
2024-07-28,BEB004,Vinho Tinto (Taça),30,11.23
2024-07-28,PRI002,Fettuccine Alfredo,61,17.1
2024-07-28,SOB004,Gelato Misto,38,6.09
2024-07-28,PRI006,Filetto di Manzo,44,32.64
2024-07-28,BEB008,Suco Natural,43,3.3
2024-07-28,BEB001,Refrigerante,42,1.59
2024-07-28,ENT001,Bruschetta Tradicional,32,8.46
2024-07-28,BEB007,Aperol Spritz,32,12.78
2024-07-28,SOB002,Panna Cotta,36,8.86
2024-07-28,PRI007,Ossobuco alla Milanese,54,34.6
2024-07-28,ENT004,Antepasto Misto,21,20.97
2024-07-28,SOB003,Cannoli Siciliano,34,7.37
2024-07-28,BEB006,Prosecco (Taça),23,11.68
2024-07-28,ENT002,Carpaccio de Filé Mignon,22,15.89
2024-07-28,PRI005,Gnocchi al Pesto,31,18.0
2024-07-28,ENT003,Burrata com Tomate,21,18.28
2024-07-28,SOB001,Tiramisu,18,9.34
2024-07-28,BEB003,Café Espresso,11,1.73
2024-07-29,PRI007,Ossobuco alla Milanese,24,34.46
2024-07-29,PRI005,Gnocchi al Pesto,32,18.5
2024-07-29,ENT002,Carpaccio de Filé Mignon,25,14.72
2024-07-29,SOB002,Panna Cotta,29,8.09
2024-07-29,PRI002,Fettuccine Alfredo,33,17.72
2024-07-29,BEB001,Refrigerante,19,1.59
2024-07-29,ENT001,Bruschetta Tradicional,30,8.22
2024-07-29,PRI008,Pizza Margherita,39,13.86
2024-07-29,ENT005,Calamari Fritti,35,14.68
